priority_score,name,openalex_id,h_index,i10_index,cited_by_count,works_count,2yr_mean_citedness,institution,institution_type,city,paper_count_in_window,top_paper_title,top_paper_link,venues,linkedin_search_url,google_scholar_url
10.0,Qunshu Zhang,conf:qunshu zhang:meta,0,,,,,Meta,company,,1,S'MoRE: Structural Mixture of Residual Experts for Parameter-Efficient LLM Fine-tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Qunshu+Zhang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Qunshu+Zhang%22
10.0,Enming Luo,conf:enming luo:google,0,,,,,Google,company,,1,A Implies B: Circuit Analysis in LLMs for Propositional Logical Reasoning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Enming+Luo+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Enming+Luo%22
10.0,Xin Wang,conf:xin wang:google,0,,,,,Google,company,,1,A Implies B: Circuit Analysis in LLMs for Propositional Logical Reasoning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Xin+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Xin+Wang%22
10.0,Miika Aittala,conf:miika aittala:nvidia,0,,,,,NVIDIA,company,,1,Elucidated Rolling Diffusion Models for Probabilistic Forecasting of Complex Dynamics,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Miika+Aittala+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Miika+Aittala%22
10.0,Ayush Jain,conf:ayush jain:meta,0,,,,,Meta,company,,1,Actor-Free Continuous Control via Structurally Maximizable Q-Functions,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ayush+Jain+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ayush+Jain%22
10.0,Yu Shen,conf:yu shen:adobe,0,,,,,Adobe,company,,1,CAML: Collaborative Auxiliary Modality Learning for Multi-Agent Systems,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yu+Shen+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yu+Shen%22
10.0,ShengYun Peng,conf:shengyun peng:georgia tech/meta,0,,,,,Georgia Tech/Meta,company,,1,Shape it Up! Restoring LLM Safety during Finetuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+ShengYun+Peng+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22ShengYun+Peng%22
10.0,Jianfeng Chi,conf:jianfeng chi:meta,0,,,,,Meta,company,,1,Shape it Up! Restoring LLM Safety during Finetuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jianfeng+Chi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jianfeng+Chi%22
10.0,Ali Taghibakhshi,conf:ali taghibakhshi:nvidia,0,,,,,NVIDIA,company,,1,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ali+Taghibakhshi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ali+Taghibakhshi%22
10.0,Sharath Turuvekere Sreenivas,conf:sharath turuvekere sreenivas:nvidia,0,,,,,NVIDIA,company,,1,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Sharath+Turuvekere+Sreenivas+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Sharath+Turuvekere+Sreenivas%22
10.0,Marcin Chochowski,conf:marcin chochowski:nvidia,0,,,,,NVIDIA,company,,1,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Marcin+Chochowski+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Marcin+Chochowski%22
10.0,Oluwatobi Olabiyi,conf:oluwatobi olabiyi:nvidia,0,,,,,NVIDIA,company,,1,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Oluwatobi+Olabiyi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Oluwatobi+Olabiyi%22
10.0,Daniel Korzekwa,conf:daniel korzekwa:nvidia,0,,,,,Nvidia,company,,1,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Daniel+Korzekwa+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Daniel+Korzekwa%22
10.0,Ashwath Aithal,conf:ashwath aithal:nvidia,0,,,,,NVIDIA,company,,1,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ashwath+Aithal+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ashwath+Aithal%22
10.0,Petra Poklukar,conf:petra poklukar:google,0,,,,,Google,company,,1,Gatekeeper: Improving Model Cascades Through Confidence Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Petra+Poklukar+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Petra+Poklukar%22
10.0,Wittawat Jitkrittum,conf:wittawat jitkrittum:google deepmind,0,,,,,Google DeepMind,company,,1,Gatekeeper: Improving Model Cascades Through Confidence Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Wittawat+Jitkrittum+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Wittawat+Jitkrittum%22
10.0,Sean Augenstein,conf:sean augenstein:google,0,,,,,Google,company,,1,Gatekeeper: Improving Model Cascades Through Confidence Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Sean+Augenstein+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Sean+Augenstein%22
10.0,Congchao Wang,conf:congchao wang:google,0,,,,,Google,company,,1,Gatekeeper: Improving Model Cascades Through Confidence Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Congchao+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Congchao+Wang%22
10.0,Charles Arnal,"conf:charles arnal:meta, fair paris",0,,,,,"Meta, FAIR Paris",company,,1,Asymmetric REINFORCE for off-Policy Reinforcement Learning: Balancing positive and negative rewards,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Charles+Arnal+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Charles+Arnal%22
10.0,Gaëtan Narozniak,conf:gaëtan narozniak:meta,0,,,,,Meta,company,,1,Asymmetric REINFORCE for off-Policy Reinforcement Learning: Balancing positive and negative rewards,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ga%C3%ABtan+Narozniak+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ga%C3%ABtan+Narozniak%22
10.0,Vivien Cabannes,conf:vivien cabannes:meta ai,0,,,,,Meta AI,company,,1,Asymmetric REINFORCE for off-Policy Reinforcement Learning: Balancing positive and negative rewards,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Vivien+Cabannes+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Vivien+Cabannes%22
10.0,Chunyu Wang,conf:chunyu wang:microsoft,0,,,,,Microsoft,company,,1,Unified Multimodal Chain-of-Thought Reward Model through Reinforcement Fine-Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Chunyu+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Chunyu+Wang%22
10.0,Vivek Veeriah,conf:vivek veeriah:google deepmind,0,,,,,Google DeepMind,company,,1,Generating Creative Chess Puzzles,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Vivek+Veeriah+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Vivek+Veeriah%22
10.0,Marcus Chiam,conf:marcus chiam:google,0,,,,,Google,company,,1,Generating Creative Chess Puzzles,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Marcus+Chiam+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Marcus+Chiam%22
10.0,Shaobo Hou,conf:shaobo hou:deepmind,0,,,,,DeepMind,company,,1,Generating Creative Chess Puzzles,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shaobo+Hou+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shaobo+Hou%22
10.0,Nenad Tomasev,conf:nenad tomasev:google deepmind,0,,,,,Google DeepMind,company,,1,Generating Creative Chess Puzzles,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Nenad+Tomasev+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Nenad+Tomasev%22
10.0,Baifeng Shi,conf:baifeng shi:uc berkeley / nvidia,0,,,,,UC Berkeley / NVIDIA,company,,1,Scaling RL to Long Videos,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Baifeng+Shi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Baifeng+Shi%22
10.0,Olivier Duchenne,conf:olivier duchenne:facebook,0,,,,,Facebook,company,,1,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Olivier+Duchenne+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Olivier+Duchenne%22
10.0,Jade Copet,"conf:jade copet:fair, meta",0,,,,,"FAIR, Meta",company,,1,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jade+Copet+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jade+Copet%22
10.0,Quentin Carbonneaux,conf:quentin carbonneaux:facebook,0,,,,,Facebook,company,,1,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Quentin+Carbonneaux+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Quentin+Carbonneaux%22
10.0,Gabriel Synnaeve,conf:gabriel synnaeve:meta,0,,,,,Meta,company,,1,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Gabriel+Synnaeve+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Gabriel+Synnaeve%22
10.0,Rishabh Singh,conf:rishabh singh:databricks,0,,,,,Databricks,company,,1,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Rishabh+Singh+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Rishabh+Singh%22
10.0,Jindong Jiang,conf:jindong jiang:nvidia,0,,,,,NVIDIA,company,,1,Eagle 2.5: Boosting Long-Context Post-Training for Frontier Vision-Language Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jindong+Jiang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jindong+Jiang%22
10.0,Shane Arora,conf:shane arora:allen institute for artificial intelligence,0,,,,,Allen Institute for Artificial Intelligence,company,,1,Critical Batch Size Revisited: A Simple Empirical Approach to Large-Batch Language Model Training,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shane+Arora+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shane+Arora%22
10.0,Akhiad Bercovich,conf:akhiad bercovich:nvidia,0,,,,,NVIDIA,company,,1,FFN Fusion: Rethinking Sequential Computation in Large Language Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Akhiad+Bercovich+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Akhiad+Bercovich%22
10.0,Izik Golan,conf:izik golan:nvidia,0,,,,,NVIDIA,company,,1,FFN Fusion: Rethinking Sequential Computation in Large Language Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Izik+Golan+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Izik+Golan%22
10.0,Anirudh Chakravarthy,"conf:anirudh chakravarthy:amazon agi sf lab, cruise, cmu",0,,,,,"Amazon AGI SF Lab, Cruise, CMU",company,,1,PROFIT: A Specialized Optimizer for Deep Fine Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Anirudh+Chakravarthy+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Anirudh+Chakravarthy%22
10.0,Shuai Zheng,conf:shuai zheng:gm cruise,0,,,,,GM Cruise,company,,1,PROFIT: A Specialized Optimizer for Deep Fine Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shuai+Zheng+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shuai+Zheng%22
10.0,Sachithra Hemachandra,conf:sachithra hemachandra:gm cruise llc,0,,,,,GM Cruise LLC,company,,1,PROFIT: A Specialized Optimizer for Deep Fine Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Sachithra+Hemachandra+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Sachithra+Hemachandra%22
10.0,Xiao Zhang,conf:xiao zhang:meta,0,,,,,Meta,company,,1,PROFIT: A Specialized Optimizer for Deep Fine Tuning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Xiao+Zhang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Xiao+Zhang%22
10.0,Han Wang,conf:han wang:meta,0,,,,,Meta,company,,1,PointMapPolicy: Structured Point Cloud Processing for Multi-Modal Imitation Learning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Han+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Han+Wang%22
10.0,Siyuan Ma,conf:siyuan ma:google,0,,,,,Google,company,,1,Fast Training of Large Kernel Models with Delayed Projections,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Siyuan+Ma+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Siyuan+Ma%22
10.0,Mohit Iyyer,conf:mohit iyyer:allen institute for artificial intelligence,0,,,,,Allen Institute for Artificial Intelligence,company,,1,BLEUBERI: BLEU is a surprisingly effective reward for instruction following,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Mohit+Iyyer+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Mohit+Iyyer%22
10.0,Fu-En Yang,conf:fu-en yang:nvidia,0,,,,,NVIDIA,company,,1,ThinkAct: Vision-Language-Action Reasoning via Reinforced Visual Latent Planning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Fu-En+Yang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Fu-En+Yang%22
10.0,Brian Ichter,conf:brian ichter:google brain,0,,,,,Google Brain,company,,1,"Knowledge Insulating Vision-Language-Action Models: Train Fast, Run Fast, Generalize Better",,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Brian+Ichter+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Brian+Ichter%22
10.0,Shuo Li,conf:shuo li:amazon web service,0,,,,,Amazon Web Service,company,,1,Alignment of Large Language Models with Constrained Learning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shuo+Li+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shuo+Li%22
10.0,Ling Zhang,conf:ling zhang:microsoft,0,,,,,Microsoft,company,,1,NaDRO: Leveraging Dual-Reward Strategies for LLMs Training on Noisy Data,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ling+Zhang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ling+Zhang%22
10.0,Yu Deng,conf:yu deng:ibm research,0,,,,,IBM Research,company,,1,STRATUS: A Multi-agent System for Autonomous Reliability Engineering of Modern Clouds,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yu+Deng+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yu+Deng%22
10.0,Niv Giladi,conf:niv giladi:technion &amp; google research,0,,,,,Technion &amp; Google Research,company,,1,Tensor-Parallelism with Partially Synchronized Activations,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Niv+Giladi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Niv+Giladi%22
10.0,Nicolas Le Roux,conf:nicolas le roux:microsoft research,0,,,,,Microsoft Research,company,,1,Tapered Off-Policy REINFORCE - Stable and efficient reinforcement learning for large language models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Nicolas+Le+Roux+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Nicolas+Le+Roux%22
10.0,Alexandre Fréchette,conf:alexandre fréchette:deepmind,0,,,,,Deepmind,company,,1,Tapered Off-Policy REINFORCE - Stable and efficient reinforcement learning for large language models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Alexandre+Fr%C3%A9chette+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Alexandre+Fr%C3%A9chette%22
10.0,Fan Yin,conf:fan yin:google deepmind,0,,,,,Google Deepmind,company,,1,OpenVLThinker: Complex Vision-Language Reasoning via Iterative SFT-RL Cycles,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Fan+Yin+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Fan+Yin%22
10.0,Jonah Buchanan,conf:jonah buchanan:lockheed martin,0,,,,,Lockheed Martin,company,,1,Grasp2Grasp: Vision-Based Dexterous Grasp Translation via Schrödinger Bridges,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jonah+Buchanan+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jonah+Buchanan%22
10.0,Jiaming Hu,conf:jiaming hu:apple,0,,,,,Apple,company,,1,UniGen: Enhanced Training & Test-Time Strategies for Unified Multimodal Understanding and Generation,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jiaming+Hu+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jiaming+Hu%22
10.0,Yue Yu,conf:yue yu:meta,0,,,,,Meta,company,,1,AceSearcher: Bootstrapping Reasoning and Search for LLMs via Reinforced Self-Play,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yue+Yu+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yue+Yu%22
10.0,Ta-Chung Chi,conf:ta-chung chi:databricks,0,,,,,Databricks,company,,1,"Principled Fine-tuning of LLMs from User-Edits: A Medley of Preference, Supervision, and Reward",,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ta-Chung+Chi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ta-Chung+Chi%22
10.0,Ge Gao,conf:ge gao:google deepmind,0,,,,,Google DeepMind,company,,1,"Principled Fine-tuning of LLMs from User-Edits: A Medley of Preference, Supervision, and Reward",,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ge+Gao+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ge+Gao%22
10.0,Aaron Defazio,"conf:aaron defazio:fair, meta superintellligence lab",0,,,,,"FAIR, Meta Superintellligence Lab",company,,1,Purifying Shampoo: Investigating Shampoo's Heuristics by Decomposing its Preconditioner,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Aaron+Defazio+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Aaron+Defazio%22
10.0,Tsung-Hsien Lee,conf:tsung-hsien lee:meta,0,,,,,Meta,company,,1,Purifying Shampoo: Investigating Shampoo's Heuristics by Decomposing its Preconditioner,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Tsung-Hsien+Lee+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Tsung-Hsien+Lee%22
10.0,Hao-Jun Shi,conf:hao-jun shi:facebook,0,,,,,Facebook,company,,1,Purifying Shampoo: Investigating Shampoo's Heuristics by Decomposing its Preconditioner,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Hao-Jun+Shi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Hao-Jun+Shi%22
10.0,Pierre Clavier,conf:pierre clavier:cohere,0,,,,,Cohere,company,,1,ShiQ: Bringing back Bellman to LLMs,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Pierre+Clavier+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Pierre+Clavier%22
10.0,Raphaël Avalos,conf:raphaël avalos:cohere,0,,,,,Cohere,company,,1,ShiQ: Bringing back Bellman to LLMs,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Rapha%C3%ABl+Avalos+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Rapha%C3%ABl+Avalos%22
10.0,Irem Ergun,conf:irem ergun:cohere,0,,,,,Cohere,company,,1,ShiQ: Bringing back Bellman to LLMs,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Irem+Ergun+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Irem+Ergun%22
10.0,Omar Darwiche Domingues,conf:omar darwiche domingues:cohere,0,,,,,Cohere,company,,1,ShiQ: Bringing back Bellman to LLMs,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Omar+Darwiche+Domingues+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Omar+Darwiche+Domingues%22
10.0,Florian Strub,conf:florian strub:cohere,0,,,,,Cohere,company,,1,ShiQ: Bringing back Bellman to LLMs,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Florian+Strub+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Florian+Strub%22
10.0,Fei Yang,conf:fei yang:adobe systems,0,,,,,Adobe Systems,company,,1,Improving Video Generation with Human Feedback,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Fei+Yang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Fei+Yang%22
10.0,Danning Xie,conf:danning xie:meta,0,,,,,Meta,company,,1,CoRe: Benchmarking LLMs’ Code Reasoning Capabilities through Static Analysis Tasks,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Danning+Xie+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Danning+Xie%22
10.0,Jiannan Wang,conf:jiannan wang:meta,0,,,,,Meta,company,,1,CoRe: Benchmarking LLMs’ Code Reasoning Capabilities through Static Analysis Tasks,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jiannan+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jiannan+Wang%22
10.0,Michelle Yuan,conf:michelle yuan:oracle,0,,,,,Oracle,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Michelle+Yuan+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Michelle+Yuan%22
10.0,Khushbu Pahwa,conf:khushbu pahwa:aws agentic ai,0,,,,,AWS Agentic AI,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Khushbu+Pahwa+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Khushbu+Pahwa%22
10.0,Shuaichen Chang,conf:shuaichen chang:amazon,0,,,,,Amazon,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shuaichen+Chang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shuaichen+Chang%22
10.0,Mustafa Kaba,conf:mustafa kaba:amazon,0,,,,,Amazon,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Mustafa+Kaba+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Mustafa+Kaba%22
10.0,MONICA SUNKARA,conf:monica sunkara:aws ai,0,,,,,AWS AI,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+MONICA+SUNKARA+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22MONICA+SUNKARA%22
10.0,Jiarong Jiang,conf:jiarong jiang:two sigma investments lp,0,,,,,Two Sigma Investments LP,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jiarong+Jiang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jiarong+Jiang%22
10.0,Yi Zhang,conf:yi zhang:amazon,0,,,,,Amazon,company,,1,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yi+Zhang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yi+Zhang%22
10.0,Steven Hansen,conf:steven hansen:deepmind,0,,,,,DeepMind,company,,1,Plasticity as the Mirror of Empowerment,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Steven+Hansen+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Steven+Hansen%22
